project_id	characteristics[strain/breed]	comment[data file]	fasta	exclude	exclude_reason	labelling
PXD026425	Not available	allSpectra.HCD.FTMS.iso_126.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_127.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_128.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_129.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_13.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_130.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_131.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_132.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_133.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_134.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_135.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_136.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_137.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_138.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_139.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_14.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_140.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_141.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_142.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_143.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_144.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_145.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_146.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_147.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_148.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_149.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_15.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_150.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_151.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_152.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_153.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_154.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_155.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_156.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_157.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_158.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_159.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_16.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_160.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_161.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_162.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_163.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_164.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_165.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_166.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_167.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_168.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_169.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_17.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_170.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_171.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_172.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_173.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_174.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_175.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_176.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_177.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_178.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_179.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_18.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_180.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_181.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_182.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_183.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_184.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_185.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_186.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_187.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_188.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_189.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_19.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_190.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_191.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_192.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_193.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_194.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_195.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_196.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_197.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_198.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_199.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_2.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_20.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_200.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_201.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_202.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_203.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_204.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_205.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_206.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_207.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_208.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_209.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_21.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_210.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_211.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_212.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_213.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_214.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_215.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_216.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_217.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_218.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_219.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_22.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_220.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_221.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_222.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_223.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_224.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_225.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_226.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_227.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_228.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_229.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_23.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_230.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_231.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_232.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_233.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_234.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_235.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_236.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_237.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_238.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_239.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_24.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_240.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_241.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_242.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_243.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_244.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_245.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_246.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_247.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_248.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_249.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_25.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_250.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_251.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_252.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_253.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_254.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_255.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_256.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_257.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_258.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_259.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_26.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_260.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_261.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_262.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_263.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_264.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_265.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_266.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_267.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_268.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_269.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_27.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_270.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_271.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_272.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_273.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_274.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_275.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_276.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_277.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_278.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_279.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_28.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_280.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_281.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_282.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_283.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_284.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_285.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_286.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_287.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_288.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_289.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_29.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_290.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_291.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_292.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_293.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_294.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_295.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_296.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_297.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_298.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_299.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_3.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_30.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_300.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_301.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_302.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_303.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_304.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_305.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_306.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_307.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_308.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_309.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_31.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_310.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_311.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_312.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_313.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_314.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_315.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_316.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_317.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_318.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_319.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_32.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_320.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_321.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_322.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_323.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_324.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_325.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_326.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_327.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_328.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_329.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_33.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_330.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_331.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_332.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_333.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_334.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_335.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_336.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_337.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
PXD026425	Not available	allSpectra.HCD.FTMS.iso_338.apl	uniprot_UP000000625_17-11-22_K12	FALSE		
