source name	characteristics[biological replicate]	characteristics[cell type]	characteristics[disease]	characteristics[organism part]	characteristics[organism]	characteristics[strain/breed]	characteristics[treatment]	technology type	assay name	comment[alkylation reagent]	comment[cleavage agent details]	comment[collision energy]	comment[data file]	comment[dissociation method]	comment[file uri]	comment[fraction identifier]	comment[fragment mass tolerance]	comment[instrument]	comment[label]	comment[modification parameters]	comment[precursor mass tolerance]	comment[reduction reagent]	comment[technical replicate]	comment[tool metadata]
sample 49	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 49	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_109.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_109.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 50	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 50	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_11.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_11.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 51	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 51	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_110.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_110.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 52	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 52	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_111.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_111.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 53	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 53	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_112.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_112.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 54	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 54	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_113.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_113.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 55	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 55	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_114.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_114.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 56	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 56	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_115.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_115.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 57	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 57	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_116.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_116.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 58	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 58	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_117.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_117.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 59	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 59	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_118.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_118.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 60	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 60	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_119.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_119.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 61	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 61	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_12.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_12.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 62	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 62	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_120.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_120.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 63	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 63	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_121.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_121.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 64	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 64	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_122.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_122.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 65	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 65	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_123.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_123.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 66	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 66	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_13.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_13.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 67	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 67	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_14.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_14.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 68	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 68	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_15.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_15.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 69	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 69	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_16.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_16.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 70	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 70	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_17.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_17.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 71	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 71	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_18.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_18.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 72	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 72	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_19.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_19.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 73	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 73	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_2.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_2.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 74	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 74	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_20.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_20.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 75	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 75	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_21.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_21.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 76	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 76	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_22.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_22.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 77	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 77	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_23.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_23.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 78	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 78	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_24.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_24.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 79	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 79	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_25.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_25.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 80	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 80	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_26.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_26.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 81	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 81	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_27.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_27.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 82	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 82	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_28.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_28.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 83	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 83	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_29.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_29.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 84	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 84	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_3.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_3.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 85	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 85	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_30.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_30.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 86	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 86	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_31.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_31.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 87	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 87	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_32.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_32.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 88	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 88	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_33.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_33.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 89	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 89	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_34.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_34.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 90	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 90	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_35.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_35.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 91	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 91	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_36.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_36.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 92	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 92	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_37.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_37.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 93	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 93	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_38.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_38.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
sample 94	Not available	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Not available	Not applicable	Proteomic profiling by mass spectrometry	run 94	IAA	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	27% NCE	allSpectra.HCD.FTMS.iso_39.apl	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026423/allSpectra.HCD.FTMS.iso_39.apl	1	Not available	NT=Q Exactive	label free sample	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	Not available	DTT	Not available	lesSDRF v0.1.0
