source name	characteristics[organism]	characteristics[organism part]	characteristics[strain/breed]	characteristics[disease]	characteristics[cell type]	characteristics[treatment]	characteristics[biological replicate]	technology type	assay name	comment[technical replicate]	comment[data file]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[file uri]
FL19_KO_1	Escherichia coli	Cell lysate	Escherichia coli ST1421	Not applicable	Prokaryotic cell	Ciprofloxacin	1	Proteomic profiling by mass spectrometry	run 43	1	2022-02-08_QE_BK306_AR_Ecoli_Cipro_07.raw	1	Label free sample	NT=Q Exactive HF	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"			DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"		https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD050358/2022-02-08_QE_BK306_AR_Ecoli_Cipro_07.raw
FL19_KO_2	Escherichia coli	Cell lysate	Escherichia coli ST1421	Not applicable	Prokaryotic cell	Ciprofloxacin	2	Proteomic profiling by mass spectrometry	run 44	1	2022-02-08_QE_BK306_AR_Ecoli_Cipro_08.raw	1	Label free sample	NT=Q Exactive HF	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"			DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"		https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD050358/2022-02-08_QE_BK306_AR_Ecoli_Cipro_08.raw
FL19_KO_3	Escherichia coli	Cell lysate	Escherichia coli ST1421	Not applicable	Prokaryotic cell	Ciprofloxacin	3	Proteomic profiling by mass spectrometry	run 45	1	2022-02-08_QE_BK306_AR_Ecoli_Cipro_09.raw	1	Label free sample	NT=Q Exactive HF	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"			DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"		https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD050358/2022-02-08_QE_BK306_AR_Ecoli_Cipro_09.raw
FL19_KO_4	Escherichia coli	Cell lysate	Escherichia coli ST1421	Not applicable	Prokaryotic cell	Ciprofloxacin	4	Proteomic profiling by mass spectrometry	run 46	1	2022-02-08_QE_BK306_AR_Ecoli_Cipro_10.raw	1	Label free sample	NT=Q Exactive HF	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"			DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"		https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD050358/2022-02-08_QE_BK306_AR_Ecoli_Cipro_10.raw
FL19_KO_5	Escherichia coli	Cell lysate	Escherichia coli ST1421	Not applicable	Prokaryotic cell	Ciprofloxacin	5	Proteomic profiling by mass spectrometry	run 47	1	2022-02-08_QE_BK306_AR_Ecoli_Cipro_11.raw	1	Label free sample	NT=Q Exactive HF	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"			DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"		https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD050358/2022-02-08_QE_BK306_AR_Ecoli_Cipro_11.raw
FL19_KO_6	Escherichia coli	Cell lysate	Escherichia coli ST1421	Not applicable	Prokaryotic cell	Ciprofloxacin	6	Proteomic profiling by mass spectrometry	run 48	1	2022-02-08_QE_BK306_AR_Ecoli_Cipro_12.raw	1	Label free sample	NT=Q Exactive HF	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"			DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"		https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD050358/2022-02-08_QE_BK306_AR_Ecoli_Cipro_12.raw
FL20_1	Escherichia coli	Cell lysate	Escherichia coli O25b:H4-ST131	Not applicable	Prokaryotic cell	Ciprofloxacin	1	Proteomic profiling by mass spectrometry	run 49	1	2022-02-08_QE_BK306_AR_Ecoli_Cipro_13.raw	1	Label free sample	NT=Q Exactive HF	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"			DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"		https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD050358/2022-02-08_QE_BK306_AR_Ecoli_Cipro_13.raw
FL20_2	Escherichia coli	Cell lysate	Escherichia coli O25b:H4-ST131	Not applicable	Prokaryotic cell	Ciprofloxacin	2	Proteomic profiling by mass spectrometry	run 50	1	2022-02-08_QE_BK306_AR_Ecoli_Cipro_14.raw	1	Label free sample	NT=Q Exactive HF	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"			DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"		https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD050358/2022-02-08_QE_BK306_AR_Ecoli_Cipro_14.raw
FL20_3	Escherichia coli	Cell lysate	Escherichia coli O25b:H4-ST131	Not applicable	Prokaryotic cell	Ciprofloxacin	3	Proteomic profiling by mass spectrometry	run 51	1	2022-02-08_QE_BK306_AR_Ecoli_Cipro_15.raw	1	Label free sample	NT=Q Exactive HF	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"			DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"		https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD050358/2022-02-08_QE_BK306_AR_Ecoli_Cipro_15.raw
FL20_4	Escherichia coli	Cell lysate	Escherichia coli O25b:H4-ST131	Not applicable	Prokaryotic cell	Ciprofloxacin	4	Proteomic profiling by mass spectrometry	run 52	1	2022-02-08_QE_BK306_AR_Ecoli_Cipro_16.raw	1	Label free sample	NT=Q Exactive HF	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"			DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"		https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD050358/2022-02-08_QE_BK306_AR_Ecoli_Cipro_16.raw
FL20_5	Escherichia coli	Cell lysate	Escherichia coli O25b:H4-ST131	Not applicable	Prokaryotic cell	Ciprofloxacin	5	Proteomic profiling by mass spectrometry	run 53	1	2022-02-08_QE_BK306_AR_Ecoli_Cipro_17.raw	1	Label free sample	NT=Q Exactive HF	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"			DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"		https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD050358/2022-02-08_QE_BK306_AR_Ecoli_Cipro_17.raw
FL20_6	Escherichia coli	Cell lysate	Escherichia coli O25b:H4-ST131	Not applicable	Prokaryotic cell	Ciprofloxacin	6	Proteomic profiling by mass spectrometry	run 54	1	2022-02-08_QE_BK306_AR_Ecoli_Cipro_18.raw	1	Label free sample	NT=Q Exactive HF	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"			DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"		https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD050358/2022-02-08_QE_BK306_AR_Ecoli_Cipro_18.raw
FL20_KO_1	Escherichia coli	Cell lysate	Escherichia coli O25b:H4-ST131	Not applicable	Prokaryotic cell	Ciprofloxacin	1	Proteomic profiling by mass spectrometry	run 55	1	2022-02-08_QE_BK306_AR_Ecoli_Cipro_19.raw	1	Label free sample	NT=Q Exactive HF	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"			DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"		https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD050358/2022-02-08_QE_BK306_AR_Ecoli_Cipro_19.raw
FL20_KO_2	Escherichia coli	Cell lysate	Escherichia coli O25b:H4-ST131	Not applicable	Prokaryotic cell	Ciprofloxacin	2	Proteomic profiling by mass spectrometry	run 56	1	2022-02-08_QE_BK306_AR_Ecoli_Cipro_20.raw	1	Label free sample	NT=Q Exactive HF	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"			DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"		https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD050358/2022-02-08_QE_BK306_AR_Ecoli_Cipro_20.raw
FL20_KO_3	Escherichia coli	Cell lysate	Escherichia coli O25b:H4-ST131	Not applicable	Prokaryotic cell	Ciprofloxacin	3	Proteomic profiling by mass spectrometry	run 57	1	2022-02-08_QE_BK306_AR_Ecoli_Cipro_21.raw	1	Label free sample	NT=Q Exactive HF	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"			DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"		https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD050358/2022-02-08_QE_BK306_AR_Ecoli_Cipro_21.raw
FL20_KO_4	Escherichia coli	Cell lysate	Escherichia coli O25b:H4-ST131	Not applicable	Prokaryotic cell	Ciprofloxacin	4	Proteomic profiling by mass spectrometry	run 58	1	2022-02-08_QE_BK306_AR_Ecoli_Cipro_22.raw	1	Label free sample	NT=Q Exactive HF	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"			DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"		https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD050358/2022-02-08_QE_BK306_AR_Ecoli_Cipro_22.raw
FL20_KO_5	Escherichia coli	Cell lysate	Escherichia coli O25b:H4-ST131	Not applicable	Prokaryotic cell	Ciprofloxacin	5	Proteomic profiling by mass spectrometry	run 59	1	2022-02-08_QE_BK306_AR_Ecoli_Cipro_23.raw	1	Label free sample	NT=Q Exactive HF	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"			DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"		https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD050358/2022-02-08_QE_BK306_AR_Ecoli_Cipro_23.raw
FL20_KO_6	Escherichia coli	Cell lysate	Escherichia coli O25b:H4-ST131	Not applicable	Prokaryotic cell	Ciprofloxacin	6	Proteomic profiling by mass spectrometry	run 60	1	2022-02-08_QE_BK306_AR_Ecoli_Cipro_24.raw	1	Label free sample	NT=Q Exactive HF	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"			DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"		https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD050358/2022-02-08_QE_BK306_AR_Ecoli_Cipro_24.raw
FL24_1	Escherichia coli	Cell lysate	Escherichia coli O25b:H4-ST131	Not applicable	Prokaryotic cell	Ciprofloxacin	1	Proteomic profiling by mass spectrometry	run 61	1	2022-02-08_QE_BK306_AR_Ecoli_Cipro_25.raw	1	Label free sample	NT=Q Exactive HF	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"			DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"		https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD050358/2022-02-08_QE_BK306_AR_Ecoli_Cipro_25.raw
FL24_2	Escherichia coli	Cell lysate	Escherichia coli O25b:H4-ST131	Not applicable	Prokaryotic cell	Ciprofloxacin	2	Proteomic profiling by mass spectrometry	run 62	1	2022-02-08_QE_BK306_AR_Ecoli_Cipro_26.raw	1	Label free sample	NT=Q Exactive HF	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"			DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"		https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD050358/2022-02-08_QE_BK306_AR_Ecoli_Cipro_26.raw
FL24_3	Escherichia coli	Cell lysate	Escherichia coli O25b:H4-ST131	Not applicable	Prokaryotic cell	Ciprofloxacin	3	Proteomic profiling by mass spectrometry	run 63	1	2022-02-08_QE_BK306_AR_Ecoli_Cipro_27.raw	1	Label free sample	NT=Q Exactive HF	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"			DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"		https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD050358/2022-02-08_QE_BK306_AR_Ecoli_Cipro_27.raw
FL24_4	Escherichia coli	Cell lysate	Escherichia coli O25b:H4-ST131	Not applicable	Prokaryotic cell	Ciprofloxacin	4	Proteomic profiling by mass spectrometry	run 64	1	2022-02-08_QE_BK306_AR_Ecoli_Cipro_28.raw	1	Label free sample	NT=Q Exactive HF	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"			DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"		https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD050358/2022-02-08_QE_BK306_AR_Ecoli_Cipro_28.raw
FL24_5	Escherichia coli	Cell lysate	Escherichia coli O25b:H4-ST131	Not applicable	Prokaryotic cell	Ciprofloxacin	5	Proteomic profiling by mass spectrometry	run 65	1	2022-02-08_QE_BK306_AR_Ecoli_Cipro_29.raw	1	Label free sample	NT=Q Exactive HF	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"			DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"		https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD050358/2022-02-08_QE_BK306_AR_Ecoli_Cipro_29.raw
FL24_6	Escherichia coli	Cell lysate	Escherichia coli O25b:H4-ST131	Not applicable	Prokaryotic cell	Ciprofloxacin	6	Proteomic profiling by mass spectrometry	run 66	1	2022-02-08_QE_BK306_AR_Ecoli_Cipro_30.raw	1	Label free sample	NT=Q Exactive HF	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"			DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"		https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD050358/2022-02-08_QE_BK306_AR_Ecoli_Cipro_30.raw
FL24_KO_1	Escherichia coli	Cell lysate	Escherichia coli O25b:H4-ST131	Not applicable	Prokaryotic cell	Ciprofloxacin	1	Proteomic profiling by mass spectrometry	run 67	1	2022-02-08_QE_BK306_AR_Ecoli_Cipro_31.raw	1	Label free sample	NT=Q Exactive HF	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"			DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"		https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD050358/2022-02-08_QE_BK306_AR_Ecoli_Cipro_31.raw
FL24_KO_2	Escherichia coli	Cell lysate	Escherichia coli O25b:H4-ST131	Not applicable	Prokaryotic cell	Ciprofloxacin	2	Proteomic profiling by mass spectrometry	run 68	1	2022-02-08_QE_BK306_AR_Ecoli_Cipro_32.raw	1	Label free sample	NT=Q Exactive HF	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"			DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"		https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD050358/2022-02-08_QE_BK306_AR_Ecoli_Cipro_32.raw
FL24_KO_3	Escherichia coli	Cell lysate	Escherichia coli O25b:H4-ST131	Not applicable	Prokaryotic cell	Ciprofloxacin	3	Proteomic profiling by mass spectrometry	run 69	1	2022-02-08_QE_BK306_AR_Ecoli_Cipro_33.raw	1	Label free sample	NT=Q Exactive HF	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"			DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"		https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD050358/2022-02-08_QE_BK306_AR_Ecoli_Cipro_33.raw
FL24_KO_4	Escherichia coli	Cell lysate	Escherichia coli O25b:H4-ST131	Not applicable	Prokaryotic cell	Ciprofloxacin	4	Proteomic profiling by mass spectrometry	run 70	1	2022-02-08_QE_BK306_AR_Ecoli_Cipro_34.raw	1	Label free sample	NT=Q Exactive HF	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"			DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"		https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD050358/2022-02-08_QE_BK306_AR_Ecoli_Cipro_34.raw
FL24_KO_5	Escherichia coli	Cell lysate	Escherichia coli O25b:H4-ST131	Not applicable	Prokaryotic cell	Ciprofloxacin	5	Proteomic profiling by mass spectrometry	run 71	1	2022-02-08_QE_BK306_AR_Ecoli_Cipro_35.raw	1	Label free sample	NT=Q Exactive HF	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"			DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"		https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD050358/2022-02-08_QE_BK306_AR_Ecoli_Cipro_35.raw
FL24_KO_6	Escherichia coli	Cell lysate	Escherichia coli O25b:H4-ST131	Not applicable	Prokaryotic cell	Ciprofloxacin	6	Proteomic profiling by mass spectrometry	run 72	1	2022-02-08_QE_BK306_AR_Ecoli_Cipro_36.raw	1	Label free sample	NT=Q Exactive HF	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"			DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"		https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD050358/2022-02-08_QE_BK306_AR_Ecoli_Cipro_36.raw
